platform,followers_count,following_count,posts_count,account_age_days,has_profile_pic,bio_length,verified,engagement_rate,avg_posts_per_day,follower_following_ratio,is_fraud
LinkedIn,510606,700,2494,3800,1,181,0,0.0946,0.656,728.4,0
LinkedIn,908011,2471,3386,5955,1,293,0,0.0131,0.569,367.32,0
LinkedIn,1026122,782,7270,2061,1,73,0,0.0275,3.527,1310.5,0
LinkedIn,813332,2650,1243,4993,1,156,0,0.0839,0.249,306.8,0
LinkedIn,141395,632,5048,5904,1,327,0,0.0542,0.855,223.37,0
LinkedIn,96825,2157,2001,4437,1,204,0,0.1114,0.451,44.87,0
LinkedIn,1069560,1449,6913,3688,1,228,0,0.0438,1.874,737.63,0
LinkedIn,1073209,2850,1552,3415,0,147,0,0.067,0.454,376.43,1
LinkedIn,370140,2097,2523,609,1,298,0,0.0841,4.143,176.43,0
LinkedIn,565326,2550,422,4329,0,267,0,0.0785,0.097,221.61,1
LinkedIn,1314006,2345,6403,2323,1,269,0,0.0744,2.756,560.1,0
LinkedIn,245514,2717,1951,528,1,347,0,0.0595,3.695,90.33,0
LinkedIn,1243920,2372,1721,851,1,202,0,0.024,2.022,524.2,0
LinkedIn,1276910,320,957,447,1,128,0,0.1388,2.141,3977.91,0
LinkedIn,1192390,1371,6965,1200,1,259,0,0.1046,5.804,869.09,0
LinkedIn,179856,1053,7646,4052,1,399,0,0.0306,1.887,170.64,0
LinkedIn,642201,2750,2688,338,1,368,0,0.016,7.953,233.44,0
LinkedIn,1149854,2867,777,3791,1,70,0,0.0612,0.205,400.93,0
LinkedIn,425102,1111,6257,5598,1,315,0,0.1744,1.118,382.29,0
LinkedIn,1449383,1470,7286,4372,1,20,0,0.0587,1.667,985.3,0
LinkedIn,169535,49,1971,3262,1,250,0,0.0483,0.604,3390.7,0
LinkedIn,896911,577,1932,5136,1,357,0,0.0928,0.376,1551.75,0
LinkedIn,542535,2002,6164,4293,1,325,0,0.1576,1.436,270.86,0
LinkedIn,157826,2209,3187,5434,1,61,0,0.1557,0.586,71.41,0
LinkedIn,531325,715,7963,3834,1,310,0,0.1683,2.077,742.07,0
LinkedIn,1332161,2787,2801,112,1,46,0,0.077,25.009,477.82,0
LinkedIn,1005661,2765,3053,189,1,64,0,0.1246,16.153,363.58,0
LinkedIn,469490,609,5741,6262,1,81,0,0.1618,0.917,769.66,0
LinkedIn,696380,2908,4786,2928,1,261,0,0.1473,1.635,239.39,0
LinkedIn,571340,135,7162,5688,1,346,0,0.1715,1.259,4201.03,0
LinkedIn,205662,1526,4568,2062,1,237,0,0.1605,2.215,134.68,0
LinkedIn,1416251,2482,7524,2204,1,188,0,0.0159,3.414,570.38,0
LinkedIn,745800,852,4489,833,1,185,0,0.1667,5.389,874.33,0
LinkedIn,1459798,2614,4986,2805,1,200,0,0.0193,1.778,558.24,0
LinkedIn,1335474,959,7865,5043,1,247,0,0.0512,1.56,1391.12,0
LinkedIn,974548,134,2866,243,1,130,1,0.0982,11.794,7218.87,0
LinkedIn,1257473,1337,6711,504,1,101,0,0.0317,13.315,939.82,0
LinkedIn,456485,2715,2128,5376,1,242,0,0.0808,0.396,168.07,0
LinkedIn,482289,856,2748,5144,1,239,0,0.1212,0.534,562.76,0
LinkedIn,685600,2535,657,946,0,395,1,0.0085,0.695,270.35,1
LinkedIn,1386353,2627,2498,598,1,311,0,0.0331,4.177,527.53,0
LinkedIn,703527,1321,1697,2208,1,150,0,0.1412,0.769,532.17,0
LinkedIn,415262,1087,7499,6566,1,363,0,0.0496,1.142,381.67,0
LinkedIn,1362574,1288,5090,3110,1,368,0,0.0912,1.637,1057.08,0
LinkedIn,1425270,2367,6351,3414,1,285,0,0.017,1.86,601.89,0
LinkedIn,1338298,1182,1026,4276,1,329,0,0.1412,0.24,1131.27,0
LinkedIn,1185867,144,4351,4707,1,48,0,0.1121,0.924,8178.39,0
LinkedIn,1407509,1591,6859,4373,1,205,0,0.1565,1.568,884.11,0
LinkedIn,960523,493,3630,2862,1,396,0,0.0483,1.268,1944.38,0
LinkedIn,1229343,571,7325,1219,1,81,0,0.0846,6.009,2149.2,0
LinkedIn,233805,2593,7400,537,1,140,0,0.0907,13.78,90.13,0
LinkedIn,1064923,2428,7875,5265,1,394,0,0.0444,1.496,438.42,0
LinkedIn,1389832,2688,4827,1368,1,41,0,0.0383,3.529,516.86,0
LinkedIn,679551,977,3769,3506,1,357,0,0.1727,1.075,694.84,0
LinkedIn,693492,470,7017,2084,1,177,0,0.0369,3.367,1472.38,0
LinkedIn,1055663,466,1117,6781,1,70,0,0.0741,0.165,2260.52,0
LinkedIn,978470,2837,2725,3682,1,126,0,0.0317,0.74,344.77,0
LinkedIn,84697,2473,7635,5576,1,348,0,0.0633,1.369,34.23,0
LinkedIn,203526,2261,5428,1840,0,31,0,0.0784,2.95,89.98,1
LinkedIn,710610,2427,299,6392,1,353,0,0.0106,0.047,292.67,0
LinkedIn,704506,1504,916,2762,1,304,0,0.1651,0.332,468.11,0
LinkedIn,723854,1293,3414,5287,1,133,0,0.0051,0.646,559.39,1
LinkedIn,414089,253,3807,1845,1,238,0,0.1535,2.063,1630.27,0
LinkedIn,1252994,543,5790,4682,1,189,0,0.0816,1.237,2303.3,0
LinkedIn,705187,2782,6997,2064,1,200,0,0.0631,3.39,253.39,0
LinkedIn,831655,2044,2940,769,1,308,0,0.0533,3.823,406.68,0
LinkedIn,1036227,702,4766,4492,1,37,0,0.0701,1.061,1474.01,0
LinkedIn,719868,2963,7832,6558,1,347,0,0.1539,1.194,242.87,0
LinkedIn,315103,2078,3347,6539,1,349,0,0.1732,0.512,151.56,0
LinkedIn,625982,2351,3033,6781,1,298,0,0.1608,0.447,266.15,0
LinkedIn,1027520,819,438,6040,1,220,0,0.0088,0.073,1253.07,1
LinkedIn,1445808,1141,653,5819,1,198,0,0.09,0.112,1266.03,0
LinkedIn,1103593,123,5926,4425,0,89,0,0.1236,1.339,8899.94,1
LinkedIn,40354,1844,1166,2987,1,204,0,0.1698,0.39,21.87,0
LinkedIn,716852,821,2352,3018,1,71,0,0.0193,0.779,872.08,0
LinkedIn,1190160,2249,1684,6572,1,313,0,0.0235,0.256,528.96,0
LinkedIn,1352646,2907,1627,3185,0,257,1,0.1151,0.511,465.15,1
LinkedIn,1094196,954,6522,3978,1,93,0,0.1409,1.64,1145.75,0
LinkedIn,1012200,1462,4083,6120,1,239,0,0.1651,0.667,691.87,0
LinkedIn,924824,1758,2614,4895,1,377,0,0.1671,0.534,525.77,0
LinkedIn,874614,2261,3378,5076,0,227,0,0.128,0.665,386.66,1
LinkedIn,1436013,1063,2074,6895,1,133,0,0.1652,0.301,1349.64,0
LinkedIn,344191,1091,3856,2301,1,343,1,0.1271,1.676,315.19,0
LinkedIn,118555,1489,7018,3931,1,42,0,0.1325,1.785,79.57,0
LinkedIn,40404,2955,1005,473,1,231,0,0.0176,2.125,13.67,0
LinkedIn,76111,2251,5654,3229,1,83,0,0.1696,1.751,33.8,0
LinkedIn,1174919,2738,7925,2001,0,136,0,0.0122,3.961,428.96,1
LinkedIn,966380,555,3302,2083,1,219,0,0.1108,1.585,1738.09,0
LinkedIn,916458,2029,7469,4605,1,251,0,0.0904,1.622,451.46,0
LinkedIn,918268,2309,4643,1243,1,139,0,0.0837,3.735,397.52,0
LinkedIn,875947,853,280,3070,1,288,0,0.0588,0.091,1025.7,0
LinkedIn,723252,1767,7527,5134,1,199,0,0.1086,1.466,409.08,0
LinkedIn,1370434,571,209,1353,1,122,0,0.1396,0.154,2395.86,0
LinkedIn,1107033,2820,3968,620,1,176,0,0.0408,6.4,392.43,0
LinkedIn,365665,2995,372,4509,1,278,0,0.1338,0.083,122.05,0
LinkedIn,1219906,1994,5833,5816,1,309,0,0.1375,1.003,611.48,0
LinkedIn,1193936,592,1610,1174,1,120,1,0.0223,1.371,2013.38,0
LinkedIn,25135,2173,3655,2853,0,208,0,0.1149,1.281,11.56,1
LinkedIn,226974,879,5828,5801,1,363,0,0.0215,1.005,257.92,0
LinkedIn,885526,2840,1280,1939,1,399,0,0.053,0.66,311.7,0
LinkedIn,639220,904,444,2301,0,291,0,0.0333,0.193,706.32,1
LinkedIn,413346,1755,1573,217,0,376,0,0.1724,7.249,235.39,1
LinkedIn,1210470,2116,736,2016,1,392,1,0.1112,0.365,571.79,0
LinkedIn,438888,2692,1721,5286,1,179,0,0.1395,0.326,162.97,0
LinkedIn,348620,1757,7662,450,1,146,0,0.1758,17.027,198.3,0
LinkedIn,470804,1582,6801,6661,1,146,0,0.1049,1.021,297.41,0
LinkedIn,149437,155,1384,2158,1,200,1,0.1293,0.641,957.93,0
LinkedIn,880392,2110,2789,6890,1,131,0,0.0108,0.405,417.05,0
LinkedIn,1196219,139,1116,1211,1,397,0,0.1038,0.922,8544.42,0
LinkedIn,34914,2402,7537,438,1,378,0,0.0242,17.208,14.53,0
LinkedIn,725203,717,7363,6499,1,346,0,0.1414,1.133,1010.03,0
LinkedIn,253259,1161,1181,1572,1,377,0,0.0501,0.751,217.95,0
LinkedIn,681386,2384,2790,4384,1,98,0,0.0641,0.636,285.7,0
LinkedIn,1170423,524,7867,6663,1,50,0,0.0677,1.181,2229.38,0
LinkedIn,1192480,1645,7873,1724,1,263,0,0.1096,4.567,724.47,0
LinkedIn,560900,489,4717,5502,1,81,0,0.1406,0.857,1144.69,0
LinkedIn,1131073,1365,6551,4227,1,277,0,0.1342,1.55,828.02,0
LinkedIn,808648,77,1685,3974,1,350,0,0.1587,0.424,10367.28,0
LinkedIn,1041819,2326,5036,2263,1,201,0,0.0424,2.225,447.71,0
LinkedIn,121346,1714,7552,3584,1,341,0,0.1023,2.107,70.76,0
LinkedIn,255889,1557,1562,2762,1,36,0,0.0809,0.566,164.24,0
LinkedIn,1478168,1358,1703,5359,1,75,0,0.1133,0.318,1087.69,0
LinkedIn,1027946,2799,4011,6493,1,113,0,0.1458,0.618,367.12,0
LinkedIn,1453187,2866,1382,940,1,370,0,0.0783,1.47,506.87,0
LinkedIn,987499,2901,1078,3716,1,364,0,0.0067,0.29,340.28,1
LinkedIn,1176342,1203,4879,4310,1,178,0,0.0278,1.132,977.03,0
LinkedIn,148367,853,5988,6473,1,391,1,0.0771,0.925,173.73,0
LinkedIn,440323,111,4177,5431,1,240,0,0.0231,0.769,3931.46,0
LinkedIn,3982,1081,962,846,1,171,0,0.0423,1.137,3.68,0
LinkedIn,756711,2294,3516,5775,1,261,0,0.1374,0.609,329.72,0
LinkedIn,818549,167,3519,4604,1,363,0,0.145,0.764,4872.32,0
LinkedIn,1121658,1893,1694,1479,1,89,0,0.0616,1.145,592.22,0
LinkedIn,153531,1129,7846,954,1,41,0,0.0414,8.224,135.87,0
LinkedIn,989808,2830,5083,2115,0,329,0,0.024,2.403,349.63,1
LinkedIn,243885,1988,693,1453,1,40,0,0.0892,0.477,122.62,0
LinkedIn,1148357,1452,7923,3833,1,390,1,0.0706,2.067,790.34,0
LinkedIn,623824,1869,2158,6037,0,304,0,0.0937,0.357,333.6,1
LinkedIn,879901,1000,1325,3848,1,141,0,0.0976,0.344,879.02,0
LinkedIn,132571,962,1901,5580,1,330,0,0.1385,0.341,137.66,0
LinkedIn,850484,1333,853,3496,1,371,0,0.0515,0.244,637.54,0
LinkedIn,749862,1036,6155,727,1,173,0,0.1427,8.466,723.11,0
LinkedIn,1013333,1079,3045,498,1,311,0,0.1671,6.114,938.27,0
LinkedIn,556199,102,7032,858,1,259,0,0.0976,8.196,5399.99,0
LinkedIn,1372448,995,5721,4061,1,267,0,0.0988,1.409,1377.96,0
LinkedIn,859007,375,4521,3021,1,387,0,0.1774,1.497,2284.59,0
LinkedIn,278584,63,950,1544,1,106,0,0.0318,0.615,4352.88,0
LinkedIn,458634,64,2770,5682,1,143,1,0.0608,0.488,7055.91,0
LinkedIn,1446406,2541,7454,4969,0,233,0,0.1305,1.5,569.0,1
LinkedIn,538285,1492,6878,6304,1,202,1,0.1149,1.091,360.54,0
LinkedIn,653770,965,816,4416,1,398,0,0.1374,0.185,676.78,0
LinkedIn,424661,1570,5766,5517,1,112,0,0.1766,1.045,270.31,0
